mensagem,categoria,sinonimo,idioma,continente,pais,estado,cidade,latitude,longitude,impacto
"Alerta: vulcão em Brisbane, Austrália.",vulcao,vulcão,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerta: vulcão em Suva, Fiji.",vulcao,vulcão,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: vulcão em Wellington, Nova Zelândia.",vulcao,vulcão,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Alerta: vulcão em Manado, Indonésia.",vulcao,vulcão,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alerta: erupção vulcânica em São Paulo, Brasil.",vulcao,erupção vulcânica,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerta: erupção vulcânica em Recife, Brasil.",vulcao,erupção vulcânica,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: erupção vulcânica em Barranquilla, Colômbia.",vulcao,erupção vulcânica,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: erupção vulcânica em Buenos Aires, Argentina.",vulcao,erupção vulcânica,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: erupção vulcânica em Santiago, Chile.",vulcao,erupção vulcânica,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: erupção vulcânica em Los Angeles, Estados Unidos.",vulcao,erupção vulcânica,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerta: erupção vulcânica em Phoenix, Estados Unidos.",vulcao,erupção vulcânica,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alerta: erupção vulcânica em Monterrey, México.",vulcao,erupção vulcânica,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,catastrófico
"Alerta: erupção vulcânica em Toronto, Canadá.",vulcao,erupção vulcânica,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: erupção vulcânica em Houston, Estados Unidos.",vulcao,erupção vulcânica,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: erupção vulcânica em Marselha, França.",vulcao,erupção vulcânica,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: erupção vulcânica em Nice, França.",vulcao,erupção vulcânica,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: erupção vulcânica em Saint-Denis, Reunião.",vulcao,erupção vulcânica,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,moderado
"Alerta: erupção vulcânica em La Palma (Cumbre Vieja), Espanha.",vulcao,erupção vulcânica,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alerta: erupção vulcânica em Londres, Reino Unido.",vulcao,erupção vulcânica,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: erupção vulcânica em Ahmedabad, Índia.",vulcao,erupção vulcânica,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: erupção vulcânica em Tóquio, Japão.",vulcao,erupção vulcânica,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: erupção vulcânica em Jacarta, Indonésia.",vulcao,erupção vulcânica,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,alto
"Alerta: erupção vulcânica em Manila, Filipinas.",vulcao,erupção vulcânica,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerta: erupção vulcânica em Kathmandu, Nepal.",vulcao,erupção vulcânica,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,catastrófico
"Alerta: erupção vulcânica em Lagos, Nigéria.",vulcao,erupção vulcânica,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: erupção vulcânica em Niamey, Níger.",vulcao,erupção vulcânica,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: erupção vulcânica em Nairobi, Quênia.",vulcao,erupção vulcânica,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: erupção vulcânica em Pretória, África do Sul.",vulcao,erupção vulcânica,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,alto
"Alerta: erupção vulcânica em Piton de la Fournaise, Indonésia.",vulcao,erupção vulcânica,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,moderado
"Alerta: erupção vulcânica em Sydney, Austrália.",vulcao,erupção vulcânica,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: erupção vulcânica em Brisbane, Austrália.",vulcao,erupção vulcânica,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,catastrófico
"Alerta: erupção vulcânica em Suva, Fiji.",vulcao,erupção vulcânica,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: erupção vulcânica em Wellington, Nova Zelândia.",vulcao,erupção vulcânica,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Alerta: erupção vulcânica em Manado, Indonésia.",vulcao,erupção vulcânica,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerta: explosão vulcânica em São Paulo, Brasil.",vulcao,explosão vulcânica,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,baixo
"Alerta: explosão vulcânica em Recife, Brasil.",vulcao,explosão vulcânica,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: explosão vulcânica em Barranquilla, Colômbia.",vulcao,explosão vulcânica,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerta: explosão vulcânica em Buenos Aires, Argentina.",vulcao,explosão vulcânica,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: explosão vulcânica em Santiago, Chile.",vulcao,explosão vulcânica,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,alto
"Alerta: explosão vulcânica em Los Angeles, Estados Unidos.",vulcao,explosão vulcânica,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: explosão vulcânica em Phoenix, Estados Unidos.",vulcao,explosão vulcânica,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerta: explosão vulcânica em Monterrey, México.",vulcao,explosão vulcânica,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alerta: explosão vulcânica em Toronto, Canadá.",vulcao,explosão vulcânica,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: explosão vulcânica em Houston, Estados Unidos.",vulcao,explosão vulcânica,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerta: explosão vulcânica em Marselha, França.",vulcao,explosão vulcânica,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,alto
"Alerta: explosão vulcânica em Nice, França.",vulcao,explosão vulcânica,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alerta: explosão vulcânica em Saint-Denis, Reunião.",vulcao,explosão vulcânica,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: explosão vulcânica em La Palma (Cumbre Vieja), Espanha.",vulcao,explosão vulcânica,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerta: explosão vulcânica em Londres, Reino Unido.",vulcao,explosão vulcânica,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerta: explosão vulcânica em Ahmedabad, Índia.",vulcao,explosão vulcânica,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: explosão vulcânica em Tóquio, Japão.",vulcao,explosão vulcânica,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerta: explosão vulcânica em Jacarta, Indonésia.",vulcao,explosão vulcânica,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,baixo
"Alerta: explosão vulcânica em Manila, Filipinas.",vulcao,explosão vulcânica,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: explosão vulcânica em Kathmandu, Nepal.",vulcao,explosão vulcânica,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,baixo
"Alerta: explosão vulcânica em Lagos, Nigéria.",vulcao,explosão vulcânica,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: explosão vulcânica em Niamey, Níger.",vulcao,explosão vulcânica,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,moderado
"Alerta: explosão vulcânica em Nairobi, Quênia.",vulcao,explosão vulcânica,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerta: explosão vulcânica em Pretória, África do Sul.",vulcao,explosão vulcânica,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,alto
"Alerta: explosão vulcânica em Piton de la Fournaise, Indonésia.",vulcao,explosão vulcânica,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,moderado
"Alerta: explosão vulcânica em Sydney, Austrália.",vulcao,explosão vulcânica,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: explosão vulcânica em Brisbane, Austrália.",vulcao,explosão vulcânica,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alerta: explosão vulcânica em Suva, Fiji.",vulcao,explosão vulcânica,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,moderado
"Alerta: explosão vulcânica em Wellington, Nova Zelândia.",vulcao,explosão vulcânica,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: explosão vulcânica em Manado, Indonésia.",vulcao,explosão vulcânica,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alert: volcano in São Paulo, Brasil.",vulcao,volcano,en,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alert: volcano in Recife, Brasil.",vulcao,volcano,en,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alert: volcano in Barranquilla, Colômbia.",vulcao,volcano,en,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alert: volcano in Buenos Aires, Argentina.",vulcao,volcano,en,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alert: volcano in Santiago, Chile.",vulcao,volcano,en,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alert: volcano in Los Angeles, Estados Unidos.",vulcao,volcano,en,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alert: volcano in Phoenix, Estados Unidos.",vulcao,volcano,en,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alert: volcano in Monterrey, México.",vulcao,volcano,en,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alert: volcano in Toronto, Canadá.",vulcao,volcano,en,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alert: volcano in Houston, Estados Unidos.",vulcao,volcano,en,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alert: volcano in Marselha, França.",vulcao,volcano,en,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alert: volcano in Nice, França.",vulcao,volcano,en,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alert: volcano in Saint-Denis, Reunião.",vulcao,volcano,en,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alert: volcano in La Palma (Cumbre Vieja), Espanha.",vulcao,volcano,en,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alert: volcano in Londres, Reino Unido.",vulcao,volcano,en,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alert: volcano in Ahmedabad, Índia.",vulcao,volcano,en,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alert: volcano in Tóquio, Japão.",vulcao,volcano,en,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alert: volcano in Jacarta, Indonésia.",vulcao,volcano,en,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alert: volcano in Manila, Filipinas.",vulcao,volcano,en,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Alert: volcano in Kathmandu, Nepal.",vulcao,volcano,en,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alert: volcano in Lagos, Nigéria.",vulcao,volcano,en,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alert: volcano in Niamey, Níger.",vulcao,volcano,en,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alert: volcano in Nairobi, Quênia.",vulcao,volcano,en,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alert: volcano in Pretória, África do Sul.",vulcao,volcano,en,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Alert: volcano in Piton de la Fournaise, Indonésia.",vulcao,volcano,en,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,moderado
"Alert: volcano in Sydney, Austrália.",vulcao,volcano,en,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Alert: volcano in Brisbane, Austrália.",vulcao,volcano,en,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,catastrófico
"Alert: volcano in Suva, Fiji.",vulcao,volcano,en,Oceania,Fiji,Central,Suva,-18.1248,178.4501,moderado
"Alert: volcano in Wellington, Nova Zelândia.",vulcao,volcano,en,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alert: volcano in Manado, Indonésia.",vulcao,volcano,en,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alerta: volcanic eruption em São Paulo, Brasil.",vulcao,volcanic eruption,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: volcanic eruption em Recife, Brasil.",vulcao,volcanic eruption,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: volcanic eruption em Barranquilla, Colômbia.",vulcao,volcanic eruption,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerta: volcanic eruption em Buenos Aires, Argentina.",vulcao,volcanic eruption,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,moderado
"Alerta: volcanic eruption em Santiago, Chile.",vulcao,volcanic eruption,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: volcanic eruption em Los Angeles, Estados Unidos.",vulcao,volcanic eruption,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,catastrófico
"Alerta: volcanic eruption em Phoenix, Estados Unidos.",vulcao,volcanic eruption,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerta: volcanic eruption em Monterrey, México.",vulcao,volcanic eruption,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,catastrófico
"Alerta: volcanic eruption em Toronto, Canadá.",vulcao,volcanic eruption,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: volcanic eruption em Houston, Estados Unidos.",vulcao,volcanic eruption,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerta: volcanic eruption em Marselha, França.",vulcao,volcanic eruption,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: volcanic eruption em Nice, França.",vulcao,volcanic eruption,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: volcanic eruption em Saint-Denis, Reunião.",vulcao,volcanic eruption,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,baixo
"Alerta: volcanic eruption em La Palma (Cumbre Vieja), Espanha.",vulcao,volcanic eruption,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,catastrófico
"Alerta: volcanic eruption em Londres, Reino Unido.",vulcao,volcanic eruption,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: volcanic eruption em Ahmedabad, Índia.",vulcao,volcanic eruption,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: volcanic eruption em Tóquio, Japão.",vulcao,volcanic eruption,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: volcanic eruption em Jacarta, Indonésia.",vulcao,volcanic eruption,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: volcanic eruption em Manila, Filipinas.",vulcao,volcanic eruption,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: volcanic eruption em Kathmandu, Nepal.",vulcao,volcanic eruption,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,baixo
"Alerta: volcanic eruption em Lagos, Nigéria.",vulcao,volcanic eruption,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: volcanic eruption em Niamey, Níger.",vulcao,volcanic eruption,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: volcanic eruption em Nairobi, Quênia.",vulcao,volcanic eruption,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: volcanic eruption em Pretória, África do Sul.",vulcao,volcanic eruption,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,alto
"Alerta: volcanic eruption em Piton de la Fournaise, Indonésia.",vulcao,volcanic eruption,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,baixo
"Alerta: volcanic eruption em Sydney, Austrália.",vulcao,volcanic eruption,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Alerta: volcanic eruption em Brisbane, Austrália.",vulcao,volcanic eruption,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: volcanic eruption em Suva, Fiji.",vulcao,volcanic eruption,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: volcanic eruption em Wellington, Nova Zelândia.",vulcao,volcanic eruption,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: volcanic eruption em Manado, Indonésia.",vulcao,volcanic eruption,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: volcanic blast em São Paulo, Brasil.",vulcao,volcanic blast,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: volcanic blast em Recife, Brasil.",vulcao,volcanic blast,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerta: volcanic blast em Barranquilla, Colômbia.",vulcao,volcanic blast,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: volcanic blast em Buenos Aires, Argentina.",vulcao,volcanic blast,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: volcanic blast em Santiago, Chile.",vulcao,volcanic blast,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: volcanic blast em Los Angeles, Estados Unidos.",vulcao,volcanic blast,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: volcanic blast em Phoenix, Estados Unidos.",vulcao,volcanic blast,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerta: volcanic blast em Monterrey, México.",vulcao,volcanic blast,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,catastrófico
"Alerta: volcanic blast em Toronto, Canadá.",vulcao,volcanic blast,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: volcanic blast em Houston, Estados Unidos.",vulcao,volcanic blast,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: volcanic blast em Marselha, França.",vulcao,volcanic blast,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alerta: volcanic blast em Nice, França.",vulcao,volcanic blast,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: volcanic blast em Saint-Denis, Reunião.",vulcao,volcanic blast,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: volcanic blast em La Palma (Cumbre Vieja), Espanha.",vulcao,volcanic blast,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alerta: volcanic blast em Londres, Reino Unido.",vulcao,volcanic blast,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alerta: volcanic blast em Ahmedabad, Índia.",vulcao,volcanic blast,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: volcanic blast em Tóquio, Japão.",vulcao,volcanic blast,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Alerta: volcanic blast em Jacarta, Indonésia.",vulcao,volcanic blast,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: volcanic blast em Manila, Filipinas.",vulcao,volcanic blast,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerta: volcanic blast em Kathmandu, Nepal.",vulcao,volcanic blast,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: volcanic blast em Lagos, Nigéria.",vulcao,volcanic blast,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: volcanic blast em Niamey, Níger.",vulcao,volcanic blast,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,alto
"Alerta: volcanic blast em Nairobi, Quênia.",vulcao,volcanic blast,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerta: volcanic blast em Pretória, África do Sul.",vulcao,volcanic blast,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: volcanic blast em Piton de la Fournaise, Indonésia.",vulcao,volcanic blast,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,baixo
"Alerta: volcanic blast em Sydney, Austrália.",vulcao,volcanic blast,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,moderado
"Alerta: volcanic blast em Brisbane, Austrália.",vulcao,volcanic blast,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: volcanic blast em Suva, Fiji.",vulcao,volcanic blast,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,moderado
"Alerta: volcanic blast em Wellington, Nova Zelândia.",vulcao,volcanic blast,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Alerta: volcanic blast em Manado, Indonésia.",vulcao,volcanic blast,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerta: volcán en São Paulo, Brasil.",vulcao,volcán,es,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,baixo
"Alerta: volcán en Recife, Brasil.",vulcao,volcán,es,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: volcán en Barranquilla, Colômbia.",vulcao,volcán,es,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: volcán en Buenos Aires, Argentina.",vulcao,volcán,es,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: volcán en Santiago, Chile.",vulcao,volcán,es,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: volcán en Los Angeles, Estados Unidos.",vulcao,volcán,es,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerta: volcán en Phoenix, Estados Unidos.",vulcao,volcán,es,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerta: volcán en Monterrey, México.",vulcao,volcán,es,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: volcán en Toronto, Canadá.",vulcao,volcán,es,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,moderado
"Alerta: volcán en Houston, Estados Unidos.",vulcao,volcán,es,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alerta: volcán en Marselha, França.",vulcao,volcán,es,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: volcán en Nice, França.",vulcao,volcán,es,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,baixo
"Alerta: volcán en Saint-Denis, Reunião.",vulcao,volcán,es,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: volcán en La Palma (Cumbre Vieja), Espanha.",vulcao,volcán,es,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,catastrófico
"Alerta: volcán en Londres, Reino Unido.",vulcao,volcán,es,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: volcán en Ahmedabad, Índia.",vulcao,volcán,es,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,moderado
"Alerta: volcán en Tóquio, Japão.",vulcao,volcán,es,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,moderado
"Alerta: volcán en Jacarta, Indonésia.",vulcao,volcán,es,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: volcán en Manila, Filipinas.",vulcao,volcán,es,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: volcán en Kathmandu, Nepal.",vulcao,volcán,es,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: volcán en Lagos, Nigéria.",vulcao,volcán,es,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: volcán en Niamey, Níger.",vulcao,volcán,es,África,Níger,Niamey,Niamey,13.51253,2.11265,alto
"Alerta: volcán en Nairobi, Quênia.",vulcao,volcán,es,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: volcán en Pretória, África do Sul.",vulcao,volcán,es,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
